threshold,precision,yawn_recall,non_yawn_specificity,f1,balanced_accuracy,tp,fp,tn,fn
0.7,0.9577464788732394,0.8947368421052632,0.9953488372093023,0.9251700680272109,0.9450428396572828,272,12,2568,32
0.7049999999999998,0.9577464788732394,0.8947368421052632,0.9953488372093023,0.9251700680272109,0.9450428396572828,272,12,2568,32
0.7099999999999999,0.9611307420494699,0.8947368421052632,0.9957364341085271,0.9267461669505963,0.9452366381068951,272,11,2569,32
0.7149999999999999,0.9645390070921985,0.8947368421052632,0.9961240310077519,0.9283276450511945,0.9454304365565076,272,10,2570,32
0.7199999999999999,0.9645390070921985,0.8947368421052632,0.9961240310077519,0.9283276450511945,0.9454304365565076,272,10,2570,32
0.7249999999999999,0.9645390070921985,0.8947368421052632,0.9961240310077519,0.9283276450511945,0.9454304365565076,272,10,2570,32
0.7299999999999999,0.9645390070921985,0.8947368421052632,0.9961240310077519,0.9283276450511945,0.9454304365565076,272,10,2570,32
0.7349999999999999,0.9644128113879004,0.8914473684210527,0.9961240310077519,0.9264957264957266,0.9437856997144023,271,10,2570,33
0.7399999999999999,0.9644128113879004,0.8914473684210527,0.9961240310077519,0.9264957264957266,0.9437856997144023,271,10,2570,33
0.7449999999999999,0.9642857142857143,0.8881578947368421,0.9961240310077519,0.9246575342465754,0.942140962872297,270,10,2570,34
0.7499999999999999,0.96415770609319,0.8848684210526315,0.9961240310077519,0.9228130360205832,0.9404962260301917,269,10,2570,35
0.7549999999999999,0.96415770609319,0.8848684210526315,0.9961240310077519,0.9228130360205832,0.9404962260301917,269,10,2570,35
0.7599999999999999,0.96415770609319,0.8848684210526315,0.9961240310077519,0.9228130360205832,0.9404962260301917,269,10,2570,35
0.7649999999999999,0.96415770609319,0.8848684210526315,0.9961240310077519,0.9228130360205832,0.9404962260301917,269,10,2570,35
0.7699999999999999,0.96415770609319,0.8848684210526315,0.9961240310077519,0.9228130360205832,0.9404962260301917,269,10,2570,35
0.7749999999999999,0.9675090252707581,0.881578947368421,0.9965116279069768,0.9225473321858865,0.9390452876376989,268,9,2571,36
0.7799999999999999,0.9675090252707581,0.881578947368421,0.9965116279069768,0.9225473321858865,0.9390452876376989,268,9,2571,36
0.7849999999999999,0.9675090252707581,0.881578947368421,0.9965116279069768,0.9225473321858865,0.9390452876376989,268,9,2571,36
0.7899999999999999,0.967391304347826,0.8782894736842105,0.9965116279069768,0.9206896551724139,0.9374005507955936,267,9,2571,37
0.7949999999999999,0.9709090909090909,0.8782894736842105,0.9968992248062015,0.922279792746114,0.937594349245206,267,8,2572,37
0.7999999999999999,0.9709090909090909,0.8782894736842105,0.9968992248062015,0.922279792746114,0.937594349245206,267,8,2572,37
