epoch,train_loss,loss,macro_ap,macro_roc_auc,balanced_accuracy,macro_f1,not_yawn_ap,not_yawn_precision,not_yawn_recall,not_yawn_f1,talking_ap,talking_precision,talking_recall,talking_f1,yawn_ap,yawn_precision,yawn_recall,yawn_f1,backbone_lr,classifier_lr
1,0.410747565877504,0.3720761303597449,0.9496311783905848,0.971120892492149,0.9021819359734562,0.8878920710125456,0.9729809725652311,0.943805010155721,0.9450847457627118,0.9444444444444444,0.9466732046279263,0.9120982986767486,0.8733031674208145,0.8922792417938049,0.9292393579785968,0.7736389684813754,0.8881578947368421,0.8269525267993875,3e-05,0.0003
2,0.2578763511943746,0.40216125769026567,0.9446989342406021,0.9684534810471668,0.8915322756427075,0.8556050925910111,0.9744184055210713,0.9486823855755895,0.9274576271186441,0.9379499485773054,0.9343320044890508,0.9199604743083004,0.8425339366515837,0.8795465281058101,0.9253463927116843,0.6395348837209303,0.9046052631578947,0.7493188010899182,3e-05,0.0003
3,0.23173248015544304,0.35468634347148476,0.9495645348867919,0.97069000590782,0.9190847834364653,0.9069852782275798,0.9780651410915682,0.9487350199733688,0.9661016949152542,0.9573396036278132,0.9433287309378247,0.9393647738209817,0.8832579185520362,0.9104477611940298,0.9272997326309829,0.8046647230320699,0.9078947368421053,0.8531684698608965,1.5e-05,0.00015
4,0.21435657542923628,0.33573902467583483,0.954726705291404,0.9746680334528537,0.9244420449851525,0.9154735436512104,0.9813335982346327,0.9619047619047619,0.9586440677966102,0.9602716468590832,0.9464140069713892,0.9243542435424354,0.9067873303167421,0.9154865235267245,0.9364325106681902,0.8363636363636363,0.9078947368421053,0.8706624605678234,1.5e-05,0.00015
5,0.20298055318645636,0.34043282028623495,0.9528858151069993,0.9727209486126052,0.9218382807044453,0.91495924346893,0.9799591439115167,0.9565807327001357,0.9559322033898305,0.9562563580874873,0.9450261395711673,0.9208103130755064,0.9049773755656109,0.9128251939753537,0.9336721618383139,0.8487654320987654,0.9046052631578947,0.8757961783439491,1.5e-05,0.00015
6,0.19894402291912966,0.343184843018713,0.9530771857358818,0.9712759277712305,0.9260666213236135,0.9250261102662395,0.9800772967925312,0.9646079111727967,0.9423728813559322,0.953360768175583,0.9452623330875977,0.9034240561896401,0.9312217194570136,0.9171122994652406,0.9338919273275166,0.9046052631578947,0.9046052631578947,0.9046052631578947,7.5e-06,7.5e-05
7,0.19295251930175422,0.34068377373866665,0.9532691184213046,0.9717444622895544,0.9239519397273765,0.9185290458973712,0.9804719852684737,0.9629120879120879,0.9505084745762712,0.9566700784715114,0.9449076800732911,0.9126126126126126,0.9167420814479638,0.9146726862302483,0.9344276899221492,0.8647798742138365,0.9046052631578947,0.8842443729903537,7.5e-06,7.5e-05
8,0.188679597641618,0.3453506958798793,0.9532137090411532,0.9722068062202371,0.9217723987282418,0.9108443625912824,0.9799299936412411,0.9634230503795721,0.9464406779661017,0.9548563611491108,0.9445632829864734,0.9109900090826522,0.9076923076923077,0.9093381686310064,0.9351478504957452,0.8293413173652695,0.9111842105263158,0.8683385579937304,3.75e-06,3.75e-05
